_id,user,filename,kind,createdAt
60e5a73220d52d35ed98c5de,60e5a6b920d52d35ed964c2b,/var/www/private/upload/Artisano_Designs_Inventory_06152018.csv,inventory,2018-06-16 03:02:22
60e5a73220d52d35ed98c5df,60e5a6b920d52d35ed964c2b,/var/www/private/upload/Artisano_Designs_Inventory_2_06152018.csv,inventory,2018-06-16 03:07:43
60e5a73220d52d35ed98c5e0,60e5a6b920d52d35ed964c25,/var/www/private/upload/testinv1.txt,inventory,2018-06-16 12:43:04
60e5a73220d52d35ed98c5e1,60e5a6b920d52d35ed964c25,/var/www/private/upload/testinv1_-_Copy.txt,inventory,2018-06-16 13:00:41
60e5a73220d52d35ed98c5e2,60e5a6b920d52d35ed964c25,/var/www/private/upload/testinv1_-_Copy.txt,inventory,2018-06-16 13:02:43
60e5a73220d52d35ed98c5e3,60e5a6b920d52d35ed964c2b,/var/www/private/upload/Artisano_Designs_Inventory_2_06152018-T.csv,inventory,2018-06-16 13:05:07
60e5a73220d52d35ed98c5e4,60e5a6b920d52d35ed964c2a,/var/www/private/upload/Records_On_Wall_Inventory_06152018.csv,inventory,2018-06-16 14:02:19
60e5a73220d52d35ed98c5e5,60e5a6b920d52d35ed964c28,/var/www/private/upload/Records_On_Wall_Inventory_06152018_2.csv,inventory,2018-06-16 14:17:29
60e5a73220d52d35ed98c5e6,60e5a6b920d52d35ed964c29,/var/www/private/upload/Test_Order_Upload_File-0617.csv,order,2018-06-17 15:47:48
60e5a73220d52d35ed98c5e7,60e5a6b920d52d35ed964c29,/var/www/private/upload/Test_Order_Upload_File-0617_2.csv,order,2018-06-17 15:52:41
60e5a73220d52d35ed98c5e8,60e5a6b920d52d35ed964c29,/var/www/private/upload/Test_Order_Upload_File-0617_3.csv,order,2018-06-18 00:34:02
60e5a73220d52d35ed98c5e9,60e5a6b920d52d35ed964c2b,/var/www/private/upload/USOrders-06-18-2018.csv,order,2018-06-18 15:46:03
60e5a73220d52d35ed98c5ea,60e5a6b920d52d35ed964c2a,/var/www/private/upload/RoW-5266-5263.csv,order,2018-06-18 18:22:10
60e5a73220d52d35ed98c5eb,60e5a6b920d52d35ed964c29,/var/www/private/upload/TestOrders-06-18-2018_1.csv,order,2018-06-19 00:03:27
60e5a73220d52d35ed98c5ec,60e5a6b920d52d35ed964c2a,/var/www/private/upload/Records_On_Wall_Inventory_06182018.csv,inventory,2018-06-19 00:08:49
60e5a73220d52d35ed98c5ed,60e5a6b920d52d35ed964c29,/var/www/private/upload/Test_Inventory_06182018_new.csv,inventory,2018-06-19 00:24:38
60e5a73220d52d35ed98c5ee,60e5a6b920d52d35ed964c29,/var/www/private/upload/Test_06182018.csv,inventory,2018-06-19 00:25:57
60e5a73220d52d35ed98c5ef,60e5a6b920d52d35ed964c29,/var/www/private/upload/Test-ofROW-0618.csv,order,2018-06-19 00:33:46
